,index,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond,level_0,Inhibition Observed,Panel Name
153,153,0.0,4.0,81.40100000000004,308.092770084,21.0,15.0,6.0,2.0,3.0,1.7177999999999993,49.85000000000001,21.0,6.0,26.0,6.0,0.0,12.0,153,1,3
154,154,2.0,3.0,74.30250000000004,270.100442308,20.0,15.0,5.0,2.0,5.0,2.2786,79.29,20.0,12.0,14.0,4.0,0.0,24.0,154,1,1
155,155,1.0,8.0,91.05980000000004,335.19573966,24.0,16.0,8.0,3.0,4.0,-0.473499999999998,85.29,24.0,9.0,28.0,4.0,0.0,20.0,155,1,0
156,156,1.0,3.0,85.92870000000002,299.05508941600004,20.0,15.0,5.0,3.0,3.0,2.9347000000000003,32.56,20.0,15.0,10.0,2.0,0.0,32.0,156,1,2
157,157,0.0,3.0,66.99080000000004,257.05442072,16.0,11.0,5.0,2.0,2.0,2.07852,37.38,16.0,6.0,18.0,4.0,0.0,12.0,157,1,4
158,158,1.0,2.0,79.69270000000003,268.14443861609,20.0,16.0,4.0,3.0,3.0,2.7484,37.39,20.0,13.0,12.0,2.0,0.0,30.0,158,1,3
159,159,0.0,6.0,76.45600000000003,285.11134134,21.0,15.0,6.0,2.0,5.0,2.4311800000000003,77.26,21.0,12.0,18.0,0.0,2.0,24.0,159,1,1
160,160,1.0,3.0,84.93770000000004,273.12659748000004,21.0,18.0,3.0,3.0,3.0,4.279580000000003,48.71,21.0,16.0,10.0,0.0,2.0,34.0,160,0,0
161,161,0.0,4.0,62.03700000000003,230.06261732,16.0,11.0,5.0,3.0,0.0,0.9212199999999999,34.81,16.0,13.0,6.0,0.0,0.0,30.0,161,0,2
162,162,0.0,1.0,73.62240000000004,229.16992509208998,17.0,15.0,2.0,2.0,2.0,3.2497000000000016,6.25,17.0,6.0,20.0,4.0,0.0,12.0,162,0,4
163,163,0.0,2.0,56.31600000000004,190.146998576,14.0,12.0,2.0,3.0,0.0,2.5950000000000006,17.82,14.0,5.0,22.0,0.0,0.0,10.0,163,0,3
164,164,1.0,6.0,84.1652,315.06776227600005,22.0,15.0,7.0,3.0,3.0,2.531720000000001,84.94,22.0,15.0,12.0,4.0,0.0,32.0,164,0,1
165,165,1.0,5.0,75.38120000000002,319.97891854,19.0,11.0,8.0,2.0,3.0,2.945920000000001,72.05,19.0,9.0,16.0,4.0,0.0,20.0,165,1,0
166,166,1.0,4.0,72.94570000000002,257.062282972,18.0,13.0,5.0,3.0,1.0,2.6634400000000005,58.64,18.0,15.0,6.0,2.0,0.0,32.0,166,1,2
167,167,0.0,3.0,80.92300000000003,280.109944372,21.0,18.0,3.0,5.0,0.0,3.9067000000000034,43.35,21.0,13.0,18.0,2.0,0.0,30.0,167,1,4
168,168,0.0,4.0,72.67150000000004,262.120509056,19.0,15.0,4.0,2.0,4.0,3.7051200000000026,48.67,19.0,9.0,18.0,2.0,0.0,20.0,168,1,3
169,169,2.0,1.0,91.25840000000002,310.08729078,22.0,18.0,4.0,3.0,3.0,4.8149000000000015,41.13,22.0,16.0,12.0,2.0,0.0,34.0,169,1,1
170,170,1.0,4.0,81.03270000000002,297.09135484399997,22.0,16.0,6.0,3.0,3.0,2.1742999999999997,63.99,22.0,16.0,10.0,4.0,0.0,34.0,170,1,0
171,171,2.0,7.0,98.40470000000002,348.12224037199996,26.0,19.0,7.0,4.0,3.0,3.038200000000001,103.26,26.0,19.0,14.0,2.0,0.0,42.0,171,1,2
172,172,1.0,2.0,75.96870000000004,262.113984196,18.0,14.0,4.0,2.0,4.0,2.3180000000000005,32.34,18.0,6.0,22.0,4.0,0.0,12.0,172,1,4
173,173,1.0,6.0,81.00440000000002,305.12766009999996,23.0,17.0,6.0,3.0,1.0,1.63474,113.77,23.0,5.0,30.0,4.0,6.0,10.0,173,1,3
174,174,0.0,3.0,79.61700000000003,316.021125136,19.0,15.0,4.0,3.0,2.0,4.080820000000003,26.53,19.0,15.0,10.0,0.0,0.0,32.0,174,1,1
175,175,4.0,6.0,56.49420000000004,238.087494676,15.0,9.0,6.0,1.0,3.0,-1.0721,90.15,15.0,0.0,30.0,0.0,0.0,0.0,175,1,0
176,176,1.0,9.0,85.31380000000003,322.17533856399996,23.0,14.0,9.0,3.0,4.0,-1.9988999999999966,88.53,23.0,9.0,26.0,4.0,0.0,20.0,176,1,2
177,177,0.0,3.0,99.81500000000007,347.17540439609,26.0,22.0,4.0,5.0,2.0,4.195320000000003,27.27,26.0,17.0,26.0,0.0,0.0,34.0,177,1,4
178,178,1.0,6.0,85.56770000000004,348.13213636,25.0,17.0,8.0,2.0,6.0,1.544599999999999,102.01,25.0,6.0,32.0,8.0,0.0,12.0,178,1,3
179,179,1.0,2.0,53.78380000000003,194.094294308,14.0,11.0,3.0,1.0,3.0,2.0752599999999997,46.53,14.0,6.0,14.0,2.0,0.0,12.0,179,1,1
180,180,2.0,1.0,89.63440000000003,322.063968492,21.0,16.0,5.0,2.0,3.0,5.760800000000002,41.13,21.0,12.0,18.0,2.0,0.0,24.0,180,1,0
181,181,1.0,3.0,73.67380000000003,270.089208928,20.0,16.0,4.0,2.0,4.0,3.3028000000000013,63.60000000000001,20.0,12.0,14.0,4.0,0.0,24.0,181,1,2
182,182,0.0,3.0,70.18000000000002,256.040340588,18.0,14.0,4.0,3.0,2.0,4.057000000000002,38.92,18.0,17.0,6.0,0.0,0.0,34.0,182,1,4
183,183,3.0,4.0,47.25440000000002,198.05282342,14.0,9.0,5.0,1.0,3.0,0.5187999999999997,86.99000000000001,14.0,6.0,14.0,2.0,0.0,12.0,183,1,3
184,184,0.0,4.0,72.248,317.991636576,19.0,13.0,6.0,3.0,2.0,3.230900000000001,43.6,19.0,17.0,8.0,0.0,0.0,34.0,184,1,1
185,185,0.0,4.0,85.48400000000002,316.043711716,21.0,16.0,5.0,3.0,4.0,4.990720000000003,38.92,21.0,17.0,12.0,0.0,0.0,34.0,185,1,0
186,186,1.0,4.0,86.70540000000004,293.152812228,22.0,18.0,4.0,3.0,2.0,3.6508800000000017,71.92999999999999,22.0,12.0,22.0,0.0,2.0,24.0,186,1,2
187,187,1.0,3.0,101.23220000000003,334.16812794399993,25.0,21.0,4.0,3.0,5.0,4.694200000000005,51.22,25.0,16.0,18.0,2.0,0.0,34.0,187,1,4
188,188,2.0,4.0,75.62850000000002,290.07251330799994,20.0,14.0,6.0,2.0,3.0,2.3238800000000004,90.19000000000001,20.0,5.0,24.0,6.0,2.0,10.0,188,1,3
189,189,1.0,4.0,103.08980000000001,346.11398419599993,25.0,21.0,4.0,4.0,2.0,5.353980000000005,56.379999999999995,25.0,15.0,20.0,2.0,2.0,32.0,189,1,1
190,190,2.0,4.0,79.53030000000003,271.077933036,19.0,14.0,5.0,3.0,1.0,2.74744,82.0,19.0,13.0,10.0,2.0,0.0,30.0,190,1,0
191,191,1.0,3.0,97.01270000000004,322.113984196,23.0,19.0,4.0,3.0,4.0,4.582440000000004,41.99,23.0,16.0,14.0,2.0,0.0,34.0,191,1,2
192,192,0.0,4.0,98.80400000000006,344.155849008,24.0,19.0,5.0,3.0,4.0,4.046520000000003,42.43,24.0,10.0,28.0,2.0,0.0,22.0,192,1,4
193,193,0.0,6.0,90.08000000000006,314.221894832,23.0,17.0,6.0,3.0,6.0,1.8099999999999998,50.080000000000005,23.0,11.0,28.0,0.0,0.0,22.0,193,1,3
194,194,0.0,6.0,90.56700000000005,334.16727241600006,23.0,16.0,7.0,3.0,4.0,2.2442,50.080000000000005,23.0,11.0,28.0,0.0,0.0,22.0,194,1,1
195,195,2.0,2.0,70.61050000000004,262.131742436,19.0,14.0,5.0,2.0,3.0,1.6928,69.64,19.0,6.0,24.0,4.0,0.0,12.0,195,1,0
196,196,1.0,7.0,92.28670000000004,347.141595912,24.0,16.0,8.0,3.0,6.0,2.917700000000001,81.93,24.0,11.0,28.0,2.0,0.0,22.0,196,1,2
197,197,1.0,3.0,60.55420000000002,240.066555336,16.0,11.0,5.0,2.0,3.0,1.6438000000000001,51.22,16.0,6.0,20.0,2.0,0.0,12.0,197,1,4
198,198,1.0,4.0,96.80420000000004,341.17394159599996,25.0,19.0,6.0,3.0,5.0,2.9806000000000017,65.79,25.0,11.0,28.0,4.0,0.0,22.0,198,1,3
199,199,0.0,3.0,97.13300000000005,328.160934388,23.0,19.0,4.0,3.0,4.0,4.128540000000003,33.2,23.0,10.0,26.0,2.0,0.0,22.0,199,1,1
200,200,0.0,6.0,94.26800000000006,328.237544896,24.0,18.0,6.0,3.0,7.0,2.037,50.080000000000005,24.0,11.0,30.0,0.0,0.0,22.0,200,1,0
201,201,0.0,6.0,89.87700000000005,312.206244768,23.0,17.0,6.0,3.0,7.0,1.2193999999999998,50.080000000000005,23.0,11.0,26.0,2.0,0.0,22.0,201,1,2
202,202,0.0,4.0,78.08400000000003,265.1215121,20.0,16.0,4.0,3.0,3.0,3.2513200000000015,39.94,20.0,17.0,10.0,0.0,0.0,34.0,202,1,4
203,203,1.0,3.0,84.68320000000004,288.12963426,20.0,16.0,4.0,2.0,2.0,4.309740000000003,41.99,20.0,11.0,18.0,2.0,0.0,22.0,203,1,3
204,204,2.0,4.0,96.01950000000001,333.127740352,25.0,20.0,5.0,4.0,4.0,4.4581000000000035,49.56,25.0,21.0,12.0,0.0,0.0,44.0,204,1,1
205,205,1.0,2.0,95.10670000000007,315.231062548,23.0,19.0,4.0,3.0,2.0,3.467740000000002,35.58,23.0,6.0,36.0,2.0,0.0,12.0,205,1,0
206,206,1.0,5.0,94.19570000000002,339.104147784,24.0,18.0,6.0,3.0,6.0,3.606720000000002,64.11000000000001,24.0,17.0,16.0,2.0,0.0,34.0,206,1,2
207,207,2.0,6.0,87.65210000000003,328.16477388,24.0,16.0,8.0,3.0,5.0,1.3441999999999998,115.79,24.0,11.0,26.0,4.0,0.0,22.0,207,1,4
208,208,1.0,5.0,73.49270000000003,261.0935831,18.0,13.0,5.0,2.0,4.0,3.0300400000000014,54.88,18.0,11.0,14.0,2.0,0.0,22.0,208,1,3
209,209,1.0,5.0,74.62680000000003,282.049669688,18.0,12.0,6.0,2.0,4.0,3.0472400000000013,63.08,18.0,9.0,16.0,2.0,0.0,20.0,209,1,1
210,210,1.0,6.0,76.06470000000003,293.08341234000005,20.0,13.0,7.0,2.0,5.0,2.993920000000002,73.34,20.0,11.0,18.0,2.0,0.0,22.0,210,1,0
211,211,2.0,3.0,86.71640000000004,301.179026976,22.0,17.0,5.0,3.0,5.0,2.4595000000000002,61.440000000000005,22.0,6.0,32.0,4.0,0.0,12.0,211,1,2
212,212,2.0,2.0,88.63640000000002,314.0822054,22.0,17.0,5.0,3.0,4.0,4.011100000000002,54.12,22.0,15.0,14.0,2.0,0.0,32.0,212,1,4
213,213,2.0,3.0,58.93490000000003,226.077598688,15.0,10.0,5.0,2.0,3.0,1.0179200000000002,72.19,15.0,6.0,16.0,4.0,0.0,12.0,213,1,3
214,214,1.0,5.0,73.25670000000002,271.143310164,20.0,14.0,6.0,3.0,4.0,1.2635999999999996,72.7,20.0,11.0,20.0,2.0,0.0,22.0,214,1,1
215,215,2.0,4.0,93.20190000000004,336.11100699199994,25.0,19.0,6.0,4.0,4.0,3.280400000000001,80.42,25.0,15.0,20.0,4.0,0.0,32.0,215,1,0
216,216,0.0,6.0,87.28000000000004,319.14668129200004,22.0,15.0,7.0,2.0,6.0,2.2396399999999996,63.910000000000004,22.0,11.0,22.0,2.0,0.0,22.0,216,1,2
217,217,1.0,3.0,98.83470000000005,342.194342692,25.0,20.0,5.0,3.0,6.0,3.6080000000000023,62.4,25.0,10.0,28.0,4.0,0.0,22.0,217,1,4
218,218,1.0,3.0,93.55270000000004,326.10889881599996,23.0,18.0,5.0,3.0,4.0,3.446720000000002,53.17,23.0,15.0,14.0,4.0,0.0,32.0,218,1,3
219,219,0.0,6.0,94.17300000000004,335.174610292,25.0,19.0,6.0,4.0,5.0,2.2883000000000004,56.07,25.0,17.0,22.0,0.0,0.0,34.0,219,1,1
220,220,0.0,5.0,71.10500000000005,251.21099579999998,18.0,13.0,5.0,2.0,4.0,2.0501000000000005,46.84,18.0,5.0,28.0,0.0,0.0,10.0,220,1,0
221,221,2.0,4.0,98.97940000000003,345.151097976,24.0,18.0,6.0,2.0,5.0,3.296780000000002,74.85,24.0,12.0,22.0,4.0,0.0,24.0,221,1,2
222,222,1.0,4.0,75.51070000000003,281.119797848,19.0,13.0,6.0,2.0,4.0,1.3552199999999999,66.06,19.0,6.0,24.0,4.0,0.0,12.0,222,1,4
223,223,3.0,4.0,57.0204,242.0361278,16.0,9.0,7.0,1.0,5.0,-0.19350000000000023,109.49,16.0,5.0,16.0,6.0,0.0,10.0,223,1,3
224,224,1.0,3.0,100.32720000000005,346.171499072,24.0,19.0,5.0,3.0,2.0,4.216300000000004,41.57,24.0,6.0,36.0,4.0,0.0,12.0,224,1,1
225,225,1.0,3.0,92.26670000000006,307.17183342,21.0,16.0,5.0,2.0,4.0,2.4902000000000006,27.74,21.0,6.0,30.0,2.0,0.0,12.0,225,1,0
226,226,2.0,3.0,96.28840000000004,348.069926464,23.0,17.0,6.0,2.0,5.0,4.337620000000002,58.2,23.0,12.0,20.0,4.0,0.0,24.0,226,1,2
227,227,2.0,3.0,73.25140000000005,257.156183356,17.0,12.0,5.0,2.0,5.0,0.7253000000000001,36.53,17.0,0.0,34.0,2.0,0.0,0.0,227,1,4
228,228,1.0,8.0,85.45970000000001,338.112738308,25.0,16.0,9.0,4.0,5.0,0.7801999999999996,104.05,25.0,17.0,20.0,2.0,0.0,34.0,228,1,3
229,229,1.0,7.0,77.21370000000002,300.079330004,21.0,13.0,8.0,3.0,5.0,1.1129999999999993,85.59,21.0,16.0,12.0,2.0,0.0,32.0,229,1,1
230,230,1.0,6.0,69.02570000000003,265.0997311,18.0,11.0,7.0,2.0,5.0,1.3162999999999996,72.7,18.0,10.0,16.0,2.0,0.0,20.0,230,1,0
231,231,1.0,4.0,84.41930000000005,314.07251330799994,22.0,16.0,6.0,3.0,4.0,2.4612,70.5,22.0,12.0,20.0,4.0,0.0,24.0,231,1,2
232,232,2.0,6.0,74.05210000000001,277.09973110000004,19.0,12.0,7.0,2.0,6.0,0.4429,85.83,19.0,11.0,16.0,2.0,0.0,22.0,232,1,4
233,233,1.0,3.0,88.67240000000004,298.11398419600005,21.0,17.0,4.0,3.0,3.0,3.338700000000001,46.33,21.0,12.0,20.0,2.0,0.0,24.0,233,1,3
234,234,0.0,6.0,87.44400000000003,315.104147784,22.0,16.0,6.0,3.0,3.0,3.0728600000000013,56.49000000000001,22.0,13.0,16.0,2.0,0.0,30.0,234,1,1
235,235,0.0,6.0,55.22700000000001,236.070953748,17.0,10.0,7.0,2.0,3.0,0.6521999999999997,69.9,17.0,11.0,12.0,2.0,0.0,22.0,235,1,0
236,236,0.0,7.0,91.40800000000004,347.141595912,24.0,16.0,8.0,3.0,5.0,2.0214999999999996,73.14,24.0,11.0,28.0,2.0,0.0,22.0,236,1,2
237,237,2.0,6.0,84.35440000000003,320.09431137200005,22.0,14.0,8.0,2.0,6.0,1.60282,96.97,22.0,12.0,18.0,4.0,0.0,24.0,237,1,4
238,238,2.0,5.0,73.14340000000001,294.058674812,20.0,12.0,8.0,2.0,4.0,1.3432199999999999,87.74000000000001,20.0,12.0,14.0,4.0,0.0,24.0,238,1,3
239,239,1.0,5.0,85.20770000000003,316.0993967520001,22.0,15.0,7.0,3.0,3.0,1.5432200000000003,78.95,22.0,12.0,20.0,4.0,0.0,24.0,239,1,1
240,240,0.0,8.0,89.84800000000004,339.136510532,23.0,14.0,9.0,2.0,5.0,-0.06879999999999953,82.13,23.0,9.0,22.0,6.0,0.0,20.0,240,1,0
241,241,0.0,4.0,51.47300000000002,210.026312064,14.0,9.0,5.0,2.0,2.0,2.597600000000001,38.92,14.0,11.0,8.0,0.0,0.0,22.0,241,1,2
242,242,0.0,5.0,90.03700000000003,349.1260261,24.0,17.0,7.0,3.0,4.0,3.7573000000000025,59.230000000000004,24.0,11.0,28.0,2.0,0.0,22.0,242,1,4
243,243,0.0,5.0,85.39400000000003,335.110376036,23.0,16.0,7.0,3.0,4.0,3.226300000000002,59.230000000000004,23.0,11.0,26.0,2.0,0.0,22.0,243,1,3
244,244,0.0,6.0,83.31300000000003,323.07621878400005,21.0,14.0,7.0,3.0,4.0,3.1487000000000016,59.230000000000004,21.0,10.0,24.0,2.0,0.0,20.0,244,1,1
245,245,0.0,6.0,67.02700000000002,282.047441432,19.0,12.0,7.0,2.0,4.0,2.529300000000001,65.22,19.0,11.0,16.0,2.0,0.0,22.0,245,1,0
246,246,1.0,6.0,75.19470000000001,305.128802972,22.0,14.0,8.0,3.0,5.0,0.7743999999999998,81.92999999999999,22.0,11.0,24.0,2.0,0.0,22.0,246,1,2
247,247,0.0,3.0,82.31980000000006,313.171164724,21.0,16.0,5.0,3.0,3.0,2.443500000000001,54.45,21.0,0.0,40.0,6.0,0.0,0.0,247,1,4
248,248,3.0,5.0,89.57410000000003,332.094311372,23.0,15.0,8.0,2.0,6.0,1.8492,103.94999999999999,23.0,12.0,18.0,6.0,0.0,24.0,248,1,3
249,249,1.0,4.0,95.18970000000002,321.147726848,24.0,19.0,5.0,3.0,4.0,2.9060200000000016,63.99,24.0,16.0,14.0,4.0,0.0,34.0,249,1,1
250,250,1.0,5.0,80.50270000000003,287.174610292,21.0,15.0,6.0,2.0,4.0,1.9533199999999995,72.7,21.0,11.0,20.0,2.0,0.0,22.0,250,1,0
251,251,2.0,4.0,80.12740000000002,289.08849772,20.0,14.0,6.0,2.0,4.0,2.1175399999999995,74.85,20.0,12.0,14.0,4.0,0.0,24.0,251,1,2
252,252,2.0,4.0,96.47940000000006,343.135447912,24.0,18.0,6.0,3.0,5.0,3.548400000000001,74.85,24.0,12.0,24.0,4.0,0.0,24.0,252,1,4
253,253,1.0,5.0,72.90620000000001,276.056863244,19.0,13.0,6.0,2.0,5.0,1.7534999999999998,72.05,19.0,12.0,12.0,4.0,0.0,24.0,253,1,3
254,254,1.0,4.0,72.69970000000004,269.119797848,18.0,12.0,6.0,1.0,5.0,1.5073999999999999,66.06,18.0,6.0,20.0,4.0,0.0,12.0,254,1,1
255,255,3.0,5.0,89.57410000000003,332.094311372,23.0,15.0,8.0,2.0,6.0,1.8492,103.94999999999999,23.0,12.0,18.0,6.0,0.0,24.0,255,1,0
256,256,1.0,5.0,96.90470000000005,341.221560484,25.0,19.0,6.0,3.0,5.0,3.158400000000001,72.7,25.0,11.0,30.0,2.0,0.0,22.0,256,1,2
257,257,0.0,6.0,75.61900000000003,287.13822478400004,21.0,14.0,7.0,3.0,4.0,0.9710999999999999,73.14,21.0,11.0,22.0,2.0,0.0,22.0,257,1,4
258,258,1.0,6.0,74.47090000000003,278.072513308,19.0,13.0,6.0,2.0,4.0,2.5776000000000003,74.44,19.0,11.0,16.0,2.0,0.0,22.0,258,1,3
259,259,1.0,3.0,75.36790000000002,257.0874351,18.0,15.0,3.0,3.0,2.0,3.3584200000000015,43.09,18.0,11.0,16.0,2.0,0.0,22.0,259,1,1
260,260,1.0,6.0,76.23070000000003,297.06056872000005,19.0,12.0,7.0,2.0,4.0,2.804900000000001,68.02000000000001,19.0,10.0,18.0,2.0,0.0,20.0,260,1,0
261,261,1.0,5.0,96.06740000000003,339.104147784,24.0,18.0,6.0,3.0,6.0,2.2166,77.98,24.0,16.0,14.0,4.0,0.0,34.0,261,1,2
262,262,0.0,2.0,60.846000000000025,216.045425968,15.0,12.0,3.0,2.0,1.0,3.322280000000002,36.68,15.0,10.0,8.0,0.0,2.0,22.0,262,1,4
263,263,0.0,6.0,79.86000000000003,306.11504681599996,21.0,14.0,7.0,3.0,4.0,2.1797000000000004,64.16,21.0,10.0,24.0,2.0,0.0,20.0,263,1,3
264,264,0.0,6.0,93.99200000000003,346.14634694399996,24.0,17.0,7.0,3.0,5.0,2.2243199999999996,60.25,24.0,11.0,28.0,2.0,0.0,22.0,264,1,1
265,265,2.0,7.0,85.36320000000005,333.07832695999997,23.0,15.0,8.0,2.0,6.0,2.226,115.39999999999999,23.0,12.0,20.0,4.0,0.0,24.0,265,1,0
266,266,0.0,6.0,96.65600000000005,343.135447912,24.0,18.0,6.0,3.0,4.0,3.851460000000003,56.49000000000001,24.0,13.0,20.0,2.0,0.0,30.0,266,1,2
267,267,1.0,5.0,89.49470000000004,314.120132196,22.0,16.0,6.0,3.0,3.0,2.6458600000000008,59.290000000000006,22.0,13.0,16.0,2.0,0.0,30.0,267,1,4
268,268,1.0,3.0,74.31380000000003,261.08234972,18.0,14.0,4.0,2.0,3.0,3.336760000000001,50.19,18.0,10.0,14.0,2.0,0.0,22.0,268,1,3
269,269,1.0,5.0,83.29270000000001,331.063615872,23.0,15.0,8.0,3.0,4.0,2.771300000000001,72.7,23.0,17.0,14.0,2.0,0.0,34.0,269,1,1
270,270,0.0,6.0,90.01800000000004,336.10785325999996,22.0,15.0,7.0,3.0,4.0,2.8942000000000014,51.02,22.0,10.0,26.0,2.0,0.0,20.0,270,1,0
271,271,1.0,4.0,66.65670000000001,263.05286116,18.0,12.0,6.0,3.0,3.0,2.6927000000000003,54.88,18.0,11.0,16.0,2.0,0.0,22.0,271,1,2
272,272,1.0,5.0,77.49320000000002,300.048110128,21.0,14.0,7.0,3.0,3.0,2.9915000000000003,67.77000000000001,21.0,17.0,10.0,2.0,0.0,34.0,272,1,4
273,273,2.0,3.0,76.53390000000002,323.08816128399997,23.0,15.0,8.0,2.0,4.0,2.5124000000000004,71.09,23.0,12.0,20.0,4.0,0.0,24.0,273,1,3
274,274,1.0,4.0,94.45570000000004,327.14053329200004,23.0,18.0,5.0,2.0,4.0,3.6756800000000016,65.78,23.0,10.0,22.0,2.0,2.0,22.0,274,1,1
275,275,0.0,7.0,92.10900000000007,330.216809452,24.0,17.0,7.0,3.0,5.0,1.5994,59.31,24.0,11.0,30.0,0.0,0.0,22.0,275,1,0
276,276,1.0,5.0,92.63340000000004,335.112604292,22.0,16.0,6.0,3.0,4.0,3.9332400000000014,68.87,22.0,9.0,26.0,2.0,0.0,20.0,276,1,2
277,277,2.0,4.0,91.27910000000004,325.142641468,24.0,18.0,6.0,3.0,6.0,2.3917,90.23,24.0,15.0,18.0,2.0,0.0,32.0,277,1,4
278,278,1.0,6.0,89.24080000000004,335.130362532,23.0,16.0,7.0,2.0,6.0,3.1797000000000017,79.46000000000001,23.0,11.0,24.0,2.0,0.0,22.0,278,1,3
279,279,1.0,5.0,60.24280000000002,232.096025624,17.0,11.0,6.0,2.0,4.0,1.1232199999999997,80.9,17.0,11.0,12.0,2.0,0.0,22.0,279,1,1
280,280,1.0,6.0,92.60970000000002,340.144787384,25.0,17.0,8.0,3.0,5.0,2.1838999999999995,75.94,25.0,17.0,18.0,2.0,0.0,34.0,280,1,0
281,281,1.0,6.0,95.86870000000002,336.16985925999995,25.0,18.0,7.0,3.0,6.0,1.7224999999999995,75.94,25.0,17.0,18.0,2.0,0.0,34.0,281,1,2
282,282,1.0,6.0,84.07370000000002,308.138559132,23.0,16.0,7.0,3.0,5.0,1.35992,85.59,23.0,17.0,14.0,2.0,0.0,34.0,282,1,4
283,283,1.0,7.0,85.88870000000001,324.13347375200004,24.0,16.0,8.0,3.0,6.0,1.0600999999999994,94.82,24.0,17.0,16.0,2.0,0.0,34.0,283,1,3
284,284,2.0,4.0,99.27540000000003,338.16304256399997,25.0,20.0,5.0,3.0,7.0,3.225200000000002,63.35000000000001,25.0,16.0,18.0,2.0,0.0,34.0,284,1,1
285,285,1.0,4.0,102.89970000000007,322.21574683200004,24.0,20.0,4.0,3.0,6.0,4.525300000000003,32.57,24.0,15.0,20.0,0.0,0.0,32.0,285,1,0
286,286,1.0,5.0,86.68570000000003,315.10414778399996,22.0,16.0,6.0,3.0,6.0,3.0577000000000005,60.06,22.0,14.0,16.0,2.0,0.0,30.0,286,1,2
287,287,0.0,4.0,86.86150000000004,314.08891232,22.0,17.0,5.0,3.0,5.0,4.170300000000003,34.89,22.0,15.0,14.0,2.0,0.0,32.0,287,1,4
288,288,1.0,3.0,93.34170000000005,327.174690544,24.0,19.0,5.0,3.0,5.0,2.264100000000001,35.58,24.0,12.0,26.0,2.0,0.0,24.0,288,1,3
289,289,1.0,3.0,99.59870000000005,341.190340608,25.0,20.0,5.0,3.0,4.0,3.203240000000002,35.580000000000005,25.0,12.0,28.0,2.0,0.0,24.0,289,1,1
290,290,1.0,5.0,94.64370000000005,323.163376912,24.0,19.0,5.0,4.0,5.0,3.6008000000000013,47.790000000000006,24.0,15.0,22.0,0.0,0.0,32.0,290,1,0
291,291,1.0,5.0,90.70570000000004,313.124883228,22.0,17.0,5.0,4.0,4.0,3.962120000000003,38.56,22.0,14.0,20.0,0.0,0.0,30.0,291,1,2
292,292,1.0,4.0,88.09170000000005,293.152812228,22.0,18.0,4.0,4.0,4.0,3.592200000000002,38.56,22.0,15.0,18.0,0.0,0.0,32.0,292,1,4
293,293,1.0,5.0,90.62370000000003,308.16371126,23.0,18.0,5.0,4.0,4.0,3.2956200000000013,51.45,23.0,15.0,20.0,0.0,0.0,32.0,293,1,3
294,294,0.0,6.0,76.38080000000004,307.1102957840001,21.0,13.0,8.0,3.0,3.0,1.227,80.98,21.0,11.0,20.0,4.0,0.0,22.0,294,1,1
295,295,0.0,6.0,50.14400000000002,204.064725496,15.0,9.0,6.0,3.0,1.0,0.4334999999999998,62.06,15.0,11.0,12.0,0.0,0.0,22.0,295,1,0
296,296,1.0,6.0,80.10120000000003,295.10692465600005,22.0,15.0,7.0,3.0,4.0,1.9231999999999994,81.92999999999999,22.0,17.0,12.0,2.0,0.0,34.0,296,1,2
297,297,1.0,7.0,91.27020000000005,339.1331394040001,25.0,17.0,8.0,3.0,6.0,2.3218999999999994,91.16,25.0,17.0,18.0,2.0,0.0,34.0,297,1,4
298,298,1.0,6.0,85.11120000000003,329.0679523040001,23.0,15.0,8.0,3.0,4.0,2.5766,81.92999999999999,23.0,17.0,14.0,2.0,0.0,34.0,298,1,3
299,299,1.0,4.0,82.03670000000002,300.015782716,18.0,12.0,6.0,2.0,3.0,3.4229200000000013,41.46,18.0,6.0,22.0,4.0,0.0,12.0,299,1,1
300,300,1.0,6.0,89.64470000000003,343.090309288,24.0,16.0,8.0,3.0,5.0,2.8406200000000004,72.7,24.0,17.0,16.0,2.0,0.0,34.0,300,1,0
301,301,1.0,5.0,67.69880000000002,284.002240828,18.0,11.0,7.0,2.0,4.0,2.9552000000000014,76.22,18.0,11.0,14.0,2.0,0.0,22.0,301,1,2
302,302,0.0,6.0,82.82400000000003,319.09906240400005,22.0,15.0,7.0,3.0,5.0,2.4597000000000007,68.46,22.0,11.0,24.0,2.0,0.0,22.0,302,1,4
303,303,1.0,7.0,75.81480000000003,310.06234254799995,21.0,13.0,8.0,2.0,7.0,2.3205999999999998,94.68,21.0,11.0,20.0,2.0,0.0,22.0,303,1,3
304,304,2.0,6.0,72.89450000000002,278.08374668799996,19.0,12.0,7.0,2.0,4.0,1.0257999999999998,80.04,19.0,11.0,16.0,2.0,0.0,22.0,304,1,1
305,305,0.0,4.0,91.60100000000006,328.12454887999996,23.0,18.0,5.0,4.0,5.0,3.7321000000000026,42.43,23.0,11.0,28.0,2.0,0.0,22.0,305,1,0
306,306,1.0,5.0,69.26170000000002,263.072847656,18.0,12.0,6.0,2.0,4.0,1.8831199999999997,68.02,18.0,11.0,14.0,2.0,0.0,22.0,306,1,2
