index,MORGAN_BTSTR,PUBCHEM_ACTIVITY_OUTCOME,Inhibition Observed
2357,1000110111101111110101100111001011001101011000010001000110110111,1,1
2362,1101110010110000110101111011101101101001111100111001110010111101,1,1
2367,1011110111110111011000101000000101011011111100011111010111111101,0,1
2372,1111101011100010110001101100101101111101011100011111101010110101,2,1
2377,1100010011010110010110100010000001001100000000011000000000100001,0,1
2382,1100001101100010101010100001001011101101101011010001001100110100,0,1
2387,1110001001100010111101100110000011101011001111010110001101001100,1,1
2392,1011010001101101110110100001101101111011111101000010100111110100,2,1
2397,1111101011110101111010100100000111001100100100000110011101100001,0,1
2402,1000110110110000110100111000001000101101100100111100001111000001,0,1
2407,1000110001111100110000111011101101001011000100010011011111101100,1,1
2412,1010110011100111111000100111011101011001110010001100010100011101,0,1
2417,1011110101101000110100110010001001111111101011000100011100111101,1,1
2422,1010010101111111010000111100011001011111000110010000010101111101,0,1
2427,1100101000111000111100111001001011101011100100010110011101100101,2,1
2432,1010110001100111010100101000010111001101010001010110001101111110,0,1
2437,1010101110011100110101101010000001001101110110101101000001110001,0,1
2442,1001111010110011110010100111011111111011110111111110001111101111,2,1
2447,1011111011100011111100100110101001111011001100011110001101110100,0,1
2452,1001111011101010110100100011001010011101011101110010110000110101,2,1
2457,1100010000100000110100110011100101001101101100010111101100110100,1,1
2462,1000010011001000010101101101000011011101001000111100110001100001,0,1
2467,1010000001100111111101100010101001011111111100010010100101110101,1,1
2472,1110101110110010111001110000011001111001010111100100011100110000,2,1
2477,1000110001100001110000100010001101001011011000010001000000100101,0,1
2482,1101010100100010110110101010100110111111101110101110100101101111,0,1
2487,1001000111101100110111111100001011101011001011110101001111110111,2,1
2492,1000110000110101010011101101111110101010001001010101001000100000,0,1
2497,1011011110110100110100101010001110111101101111010101000010110111,0,1
2502,1111101000111110111110101100001111001001110100110110011101100100,0,1
2507,1001110001100001111101101010001101001001110100110110111000111001,2,1
2512,1000101010110000011100110010001101001000000100111100001011110011,0,1
2517,1010110001101110110100110001011011101001010101010010011111111011,0,1
2522,0000110001100001101011000010001001001010000001000100000100010000,1,1
2527,1100000000101000101110100011111001111111011101000001000010111011,0,1
2532,1001010010110101110100111011011111101101011000000100111111100111,1,1
2537,1101100011101001110110100000001010001110000011010001001000111001,2,1
2542,1000111011111101111001100011001011101101001000110100000001100101,2,1
2547,1111101011110111111111110110001001001101010110110110011101100001,1,1
2552,1000110010010010110100101010100001101001100101101100001010110101,1,1
2557,1000010110100110111110101001010101111011011100011110001101100100,2,1
2562,1011110011111010110111101100111111101111111110011110011101001111,1,1
2567,1111010101110110111100100010000101001011011110101110110100111111,0,1
2572,1100000101100101110110110000010101001011010100010011100101110100,1,1
2577,1100010011110000110100111011010101001101000110111101010111100101,1,1
2582,1010011111100111111110101010010111001001010000110100000100100101,2,1
2587,1101111111110010111010111000011001011011010110010110001101111101,1,1
2592,1100010010101111110011101001100101111001010110010010110110101101,1,1
2597,1110011110100100110110110111100001001111011010111000000101010110,1,1
2602,1010111010111110111000101010001100001011010001100110011000111101,2,1
2607,1010110011101110110011100111011011001011001110010110101101110110,0,1
2612,1100110011101010110111100010010001001011101001110110011001110110,1,1
2617,1100001011110100111110101001000111001011100101110111000111110101,2,1
2622,1100111100100101110100100011101101101111001100011110000100010100,0,1
2627,1111111111100110110110101011000101101111001100011110100101010100,2,1
2632,1010001101100111111110101010000101001111101111111110101100110100,1,1
2637,1000011100110101111100100010100101001111001100011111011100110100,1,1
2642,1000110111100110110111110001000000001101110101010110000110101101,0,0
2647,0010000110111011110110100010011001011111011110000100111100111100,1,1
2652,1111110111111110110001110011101001111101101100111101101111110101,2,1
2657,1110101110111110110101100101001011111010000111010101011100000001,1,1
2662,1100110010100001111100110010101101001011000101010100000101000000,0,1
2667,1100110010101011110100110010101001001011000100010000000101000001,2,1
2672,1111010011111000111001110011011111111001110011111011111011111101,2,1
2677,1111101000110001010001101100000011001011010100010100000000101111,1,1
2682,1011010001110100110110100110011001001111010001010101001100111101,0,1
2687,1001110001100000110001100100101001111101111101010111101111110111,1,1
2692,1000000100100011010100101000000111001111000100110100000010100101,1,1
2697,1011001101110001010111110001100010001000100100010101000100100001,1,1
2702,1000100010100011110111111000101011001111010100011100000000010111,1,1
2707,1000111011111000110001100011011111001001011100110000011101110011,1,1
2712,0111100110100000111001101011001111001011010111001011101101101100,2,1
2717,1000010010111101110111101011101011001111110111110110001110100111,0,1
2722,1100010001110101010001101001000101011001000101111100010000100101,0,1
2727,1110011011111110111011101010110011101111011110010110111101100111,2,1
2732,1101010101110100110000111101111101101001100110000110011101000101,1,1
2737,0100111001100010100000100011001011001001001001000100010000110100,1,1
2742,1001001111110101110101100110110111001011011110100111011101100110,0,0
2747,0000010110100111110001100010011011111011011010011111111001111100,0,1
2752,1011011000110001110110110111000101111001010101011101000000110001,2,1
2757,1000000011101001111111101011111101101011010110110110110111110110,2,1
2762,1010010111110110110111100000001111111001010101010101110110110101,2,1
2767,1100110011110010111110111011001110011001010111100110010110100101,2,1
2772,1111111010110001110111101111011001011011011100111101000001111100,0,1
2777,1010111010110100010100101110110111101001000101110101001000110001,2,1
2782,1110110010101010110101110100101001001011100011100100100110110100,0,0
2787,1000110100101001111011111001000001101011110100010100101011110101,2,1
2792,1111111010100100110111101011100111011101000101111100001111100000,1,1
2797,1101010100101110111101101000010101101011110100110100101001110111,0,1
2802,1001011001111101110011100100100010101001011100010100011000100111,1,1
2807,1000010001110100110100101000001011111111010100001111010110100111,1,1
2812,1000111111111000110110111001101001011101011101010110000101111100,0,1
2817,1111010010110011110100111010001001011111011110011111001100110100,2,1
2822,1001001111111101110010101000001101101011000110110111000101110101,0,1
2827,1000100011100000011100100000001101001000000110100110011111100010,1,1
2832,1010000100111001110000101000101001001111000101011000001111110100,0,1
2837,1100011111110010110000101010101101101011111100110100010001000101,0,1
2842,1111010101100101111110101010001101011111010110111110011101110100,1,1
2847,1110011111101010110011111011011111111011111100001100110100110111,2,1
2852,1100110011100000110101101000000010001001110010011101010000000100,2,1
2857,1111100110001011110000010010001000001101010100000001000001010001,1,1
2862,1010001100110100111001100001011111001001011110011001001010101101,0,1
2867,1000001011111100110000101010100111111001010110011110001101100111,0,1
2872,0110010011101010110001101000001011101011110111101101011000110001,0,0
2877,1101110010100100110100101110100111011001001111110100001101100101,2,1
2882,1100110010101110110100101111100111001011010111110111101101100000,1,1
2887,1110111000100100010101101110100111001001001100010100001101100000,1,1
2892,1011110001101111110101111100001011011101110101111101101111111011,0,1
2897,1100010011100111110011100111001001001001111110000110000100101100,1,1
2902,1000010010110100010011101011101100001000010010000100000011100000,2,1
2907,0100100011110000111111101101000111011100101101001100100010110001,1,1
2912,1110000001000110111111101000000111011000101100001000100110100101,1,1
2917,1101000010110100111110100101001101011010101111001010001110100001,1,1
2922,1001110000110001010100101110101011101000010000010110101010100001,1,1
2927,1111011110100101010010111010000110101101000100001000010001111101,0,1
2932,1110011110100101010110111010000101001011000100011101000000111101,2,1
2937,1000010011100001111110100000000111011011101110001010010000100101,1,1
2942,1111010111110100110001110110101011001011111100111110011111100110,2,1
2947,1101111100110101110010101011101001011011110110010010001100101101,1,1
2952,1110011001110101111111100010000001111011110110111110001101100101,2,1
2957,1100110010101001110101101010100011101101011101010010110010110101,2,1
2962,1110010111110100010111100011000011011101000100010100101110100000,1,1
2967,1101101111100001110001111010101111101111110100110110001111101101,0,1
2972,1000100010100010111001000010001111101000110011110000011010111001,2,1
2977,1011011010110000110111101110101111011011010110100110011100110111,2,1
2982,1010010011101010010100100100010001111111000101110100001010100101,2,1
2987,1110011001111110111001101011010001111001010100010100111101101111,2,1
2992,1001010010100110110111100111001011011111010111110110001110100100,1,1
2997,1100110010110000110100111001001001011101010110111110010111010101,0,1
3002,1011101010101001110000101101101111011011010111011111001100111100,0,1
3007,1110110111100111010110101001001111001111000100111101011110110101,1,1
3012,1011000111101010110110100100101101001111001101101110101111010100,1,1
3017,1100111011110011110100111010001011011001010111110110011000010101,1,1
3022,1010110011111110110010101001011111011011110110100100010000100111,2,1
3027,1100110011111100111101100101011011101011010101010110011111111111,2,1
3032,1000000101100011110110100000110111011011011100100100100100101111,1,1
3037,1011100111111001111000111001000000111011110100011100100110111101,2,1
3042,1010110011111000110110101011001001111001010110111110000111010101,1,1
3047,0111111011110010110001101011001001011011010011100000001000110011,1,1
3052,1010110010111110111111101010101011111111010111101100111110111101,1,1
3057,1101110001101101110001100111101101111011000111110111001101101001,2,1
